CL2;hey guys;Hey guys;4;4;4;4
CL2;hey Jared;hey Jared;4;1;1;1
CL2;I guess you dont need the cable?;Immagino che tu non necessario il cavo?;2;2;3;2
CL2;nope, wireless iw working fine;No, IW wireless funziona bene;1;1;2;1
CL2;great;grande;1;1;1;1
CL2;Pat, do you want to be the scribe?;Pat, cosa volete di essere lo scriba?;2;3;4;4
CL2;I already got my pad of paper out but what else do I need to do with this program?;Ho già avuto il mio blocco di carta fuori, ma cos'altro devo fare con questo programma?;1;1;3;2
CL2;i think the program will store the log;Penso che il programma memorizza il registro;1;1;2;1
CL2;look this a way --->;aspetto questo modo --->;3;4;4;4
CL2;yep;yep;4;1;1;4
CL2;yeah when you quit the program asks if you want to store the decisions and chat logs;yeah quando si chiude il programma chiede se si desidera memorizzare le decisioni e le chat log;1;1;1;1
CL2;ok cool;ok cool;4;4;4;4
CL2;hmm, any idea if the rest of group 6  is on yet?  Should I maybe re-invite them?;hmm, qualche idea se il resto del gruppo 6 è ancora? Dovrei forse invitare nuovamente loro?;2;2;3;2
CL2;THIS IS EXCITING;QUESTO è eccitante;1;1;1;1
CL2;welcome to hawaii;Benvenuti alle Hawaii;1;1;1;1
CL2;I'm all alone :(;Io sono sola: (;2;1;1;1
CL2;i want to write in triplicate;Voglio scrivere in triplice copia;1;1;1;1
CL2;that's not fair;che non è giusto;1;1;2;2
CL2;I am in Taiwan;Sono in Taiwan;1;1;1;1
CL2;Hello, Taiwan person.;Ciao, Taiwan persona.;2;2;2;2
CL2;hello;ciao;1;1;1;1
CL2;hi guys;Hi guys;4;4;4;4
CL2;Hello.;Ciao.;1;1;1;1
CL2;hello all;ciao tutti;2;1;2;1
CL2;I am straight from the hoods of suburban Honolulu.;Sono direttamente dalle cappe di periferia Honolulu.;2;3;2;1
CL2;represent;rappresentano;1;2;2;1
CL2;Is everyone here?;È tutto qui?;3;3;4;2
CL2;so how many people are we missing?;così quante persone ci sono mancanti?;3;3;3;3
CL2;I think Neal is still coming.;Credo che Neal è ancora venire.;3;2;3;3
CL2;I don;I don;4;1;4;4
CL2;'t know where he is.;'t sa dove si trova.;1;1;1;2
CL2;He should be in the same room I'm in, but I don't see him.;Egli dovrebbe essere nella stessa stanza in cui sono, ma io non lo vedo.;1;1;1;1
CL2;clarkn is neal;clarkn è Neal;1;1;1;1
CL2;Yeah, I know.;Sì, lo so.;1;1;1;1
CL2;jchiang is jack;jchiang è jack;1;1;1;1
CL2;But he's not saying anything.;Ma lui non sta dicendo nulla.;1;1;1;1
CL2;I think I saw him in anoother room;Credo che lo vidi in sala anoother;1;2;3;1
CL2;Nor is he in this room.;Né è in questa stanza.;2;1;1;1
CL2;chenl is Ryan@group6;chenl è Ryan @ group6;1;1;1;1
CL2;Oh, really?;Oh, davvero?;1;1;1;1
CL2;neal is not facing computer;Neal non si trova di fronte computer;1;2;1;2
CL2;Well, he's not typing, at least.;Beh, non è di battitura, almeno.;3;2;3;3
CL2;Slacker.;Slacker.;4;1;1;4
CL2;im here;Im qui;1;1;2;2
CL2;Oh, there he is.;Ah, eccolo.;1;1;1;1
CL2;hes reading off my screen;HES leggendo il mio schermo;1;1;2;1
CL2;but i think we are still waiting for someone;ma credo che siamo ancora in attesa di qualcuno;1;1;1;1
CL2;where is andrew;dove è andrew;1;1;1;1
CL2;the list looks a little short;l'elenco è un po 'breve;1;1;2;1
CL2;Andrew, right.;Andrew, a destra.;4;4;4;4
CL2;whos mcknightp?;whos mcknightp?;4;1;4;4
CL2;don't know but he is sittting next to me;non so, ma è sittting accanto a me;1;1;3;2
CL2;Hi Im Pat a developer from Group 1;Hi Im Pat uno sviluppatore dal gruppo 1;2;2;2;2
CL2;He's an interloper.;Lui è un intruso.;1;1;1;1
CL2;He must be executed.;Egli deve essere eseguito.;1;2;1;2
CL2;Hi..!!;Hi ..!;4;4;1;4
CL2;haha;haha;4;1;1;1
CL2;who's laihok;Who's laihok;4;4;4;4
CL2;If Andrew doesn't show up by 3:40, I say we just go without him.;Andrew se non compare da 3:40, io dico che basta andare senza di lui.;2;2;3;3
CL2;Matthew;Matthew;1;1;1;1
CL2;I dunno where he is.;Non so dove sia.;1;1;1;1
CL2;don't know not on my list;Non lo so sulla mia lista;3;3;4;3
CL2;ok..;ok ..;1;1;1;1
CL2;The teacher just told us to start without Andrew.;L'insegnante ha appena detto a noi per iniziare senza Andrew.;2;2;2;3
CL2;we need to start;dobbiamo iniziare a;2;1;2;1
CL2;oh now he showed up;oh ora egli presentò;3;2;3;3
CL2;Good timing.;Buon timing.;3;2;3;2
CL2;who still  not coming yet;che non è ancora venuta ancora;3;2;3;3
CL2;doesn't matter lets just start;non importa consente solo inizio;4;3;3;4
CL2;ok, let's get this thing started;ok, let's get questa cosa ha iniziato;4;3;3;4
CL2;So, first we'd like to know a little more about the system.  Are you looking for some sort of web-based service, or a desktop application?;Così, in primo luogo ci piacerebbe sapere un po 'di più sul sistema. Siete alla ricerca di un qualche tipo di servizio web-based, o un'applicazione desktop?;1;1;1;1
CL2;a desktop application;un'applicazione desktop;1;1;1;1
CL2;It's supposed to be a decentralized, distributed thing, nothing on a central server.;Dovrebbe essere una decentrata, cosa distribuiti, niente su un server centrale.;3;2;2;2
CL2;ok;ok;1;1;1;1
CL2;the users of the system will need to connect from a large number of different locations;gli utenti del sistema avrà bisogno di connettersi da un gran numero di luoghi diversi;2;2;1;2
CL2;So web access but not a web page?;Così l'accesso al Web, ma non una pagina web?;2;1;1;2
CL2;exactly,;esattamente,;1;1;1;1
CL2;we are looking for a desktop applicaitons, where the load of running the system is spread amongst the connected clients;stiamo cercando un applicazioni desktop, dove il carico della gestione del sistema è diffuso tra i clienti collegati;2;2;2;1
CL2;yes...not a web page..its a actual program;sì ... non una pagina web .. il suo programma effettivo;2;1;3;1
CL2;the users are albe to view the cal via the webpage;gli utenti sono Albe per visualizzare il cal tramite la pagina web;1;1;2;1
CL2;so this will be a client application which sends and receives information to and from the web server?;quindi questa sarà un'applicazione client che invia e riceve informazioni da e verso il server web?;1;1;1;1
CL2;yes;sì;1;1;1;1
CL2;but that is not where the information is stored;ma non è se le informazioni sono memorizzate;4;3;4;4
CL2;public information will be posted to a webserver;informazione del pubblico saranno inviati ad un server web;3;2;3;3
CL2;all the infomation just store locally,;tutte le informazioni di proprio negozio locale,;4;3;4;3
CL2;on the various cleint machines;sulle varie macchine Cleint;1;1;2;1
